3, 600, 0.8436
3, 700, 0.858
3, 600, 0.8436
7, 600, 0.8224
7, 600, 0.8224
1, 100, 0.6923
4, 100, 0.5437
7, 100, 0.6046
10, 100, 0.495
1, 200, 0.7644
7, 200, 0.6906
10, 200, 0.5956
13, 200, 0.6339
1, 300, 0.8102
4, 300, 0.6982
7, 300, 0.7522
10, 300, 0.6721
13, 300, 0.7037
1, 400, 0.8319
4, 400, 0.7369
7, 400, 0.7927
1, 100, 0.6923
4, 100, 0.5437
7, 100, 0.6046
10, 100, 0.495
13, 100, 0.5327
16, 100, 0.4032
19, 100, 0.4305
22, 100, 0.3164
25, 100, 0.331
28, 100, 0.2472
31, 100, 0.271
34, 100, 0.2141
37, 100, 0.2359
40, 100, 0.1934
43, 100, 0.21
46, 100, 0.1645
49, 100, 0.1824
52, 100, 0.1257
55, 100, 0.122
58, 100, 0.0895
61, 100, 0.101
64, 100, 0.0758
67, 100, 0.09
70, 100, 0.0635
73, 100, 0.0761
76, 100, 0.0551
79, 100, 0.0647
82, 100, 0.0517
85, 100, 0.0565
88, 100, 0.0365
91, 100, 0.0983
94, 100, 0.0983
97, 100, 0.0983
1, 300, 0.8102
4, 300, 0.6982
7, 300, 0.7522
10, 300, 0.6721
13, 300, 0.7037
16, 300, 0.6437
19, 300, 0.6671
22, 300, 0.6085
25, 300, 0.6288
28, 300, 0.5708
31, 300, 0.5877
34, 300, 0.5266
37, 300, 0.5449
40, 300, 0.4925
43, 300, 0.5042
46, 300, 0.4564
49, 300, 0.464
52, 300, 0.4132
55, 300, 0.417
58, 300, 0.3726
61, 300, 0.3727
64, 300, 0.3214
67, 300, 0.3263
70, 300, 0.2926
73, 300, 0.293
76, 300, 0.2621
79, 300, 0.272
82, 300, 0.2514
85, 300, 0.26
88, 300, 0.2357
91, 300, 0.2415
94, 300, 0.2223
97, 300, 0.2316
1, 500, 0.8458
4, 500, 0.7591
7, 500, 0.8081
10, 500, 0.7525
13, 500, 0.7744
16, 500, 0.7282
19, 500, 0.7464
22, 500, 0.7054
25, 500, 0.7238
28, 500, 0.6845
31, 500, 0.6982
34, 500, 0.6604
37, 500, 0.6718
40, 500, 0.6353
43, 500, 0.6473
46, 500, 0.6105
49, 500, 0.6201
52, 500, 0.5817
55, 500, 0.5881
58, 500, 0.554
61, 500, 0.5621
64, 500, 0.5244
67, 500, 0.5286
70, 500, 0.4983
73, 500, 0.504
76, 500, 0.473
79, 500, 0.476
82, 500, 0.4413
85, 500, 0.4445
88, 500, 0.4162
91, 500, 0.4208
94, 500, 0.394
97, 500, 0.399
1, 700, 0.8637
4, 700, 0.7899
7, 700, 0.8366
10, 700, 0.7902
13, 700, 0.8085
16, 700, 0.7717
19, 700, 0.7887
22, 700, 0.7534
25, 700, 0.7676
28, 700, 0.7338
31, 700, 0.7482
34, 700, 0.7153
37, 700, 0.728
40, 700, 0.6954
43, 700, 0.7064
46, 700, 0.6764
49, 700, 0.6849
52, 700, 0.6552
55, 700, 0.6622
58, 700, 0.6317
61, 700, 0.6388
64, 700, 0.6081
67, 700, 0.6132
70, 700, 0.5863
73, 700, 0.5903
76, 700, 0.5596
79, 700, 0.564
82, 700, 0.5384
85, 700, 0.5429
88, 700, 0.5179
91, 700, 0.5202
94, 700, 0.495
97, 700, 0.4986
